 ---------------------------------------------------------------
 Vortex Strengths (by surface, by strip)

  Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
  Standard axis orientation,  X fwd, Z down         

 ******************************************************************************
  Surface # 1     wing_fowler_flap                        
     # Chordwise  = 30   # Spanwise = 30   First strip  =   1
    Surface area =   21.570494       Ave. chord =    4.003804
     CLsurf  =   0.90105     Clsurf  =  -0.09832
     CYsurf  =  -0.01291     Cmsurf  =  -0.32943
     CDsurf  =   0.09525     Cnsurf  =   0.00735
     CDisurf =   0.09525     CDvsurf =   0.00000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     CLsurf  =   2.70238     CDsurf  =   0.28567
 ******************************************************************************

 Strip #  1     # Chordwise = 30   First Vortex =   1
    Xle =   9.77499    Ave. Chord   =    4.5461   Incidence  =    0.0000 deg
  223    12.28673     2.06100     0.00000     0.20601     0.00745     2.48365
  224    12.49407     2.06100     0.00000     0.21049     0.01161     2.53672
  225    12.70534     2.06100     0.00000     0.21275     0.02553     2.58942
  226    12.91831     2.06100     0.00000     0.21275     0.03720     2.73707
  227    13.13071     2.06100     0.00000     0.21049     0.04672     2.96414
  228    13.34030     2.06100     0.00000     0.20601     0.04615     3.32136
  229    13.54485     2.06100     0.00000     0.19934     0.04156     3.86221
  230    13.74219     2.06100     0.00000     0.19055     0.02902     5.36137
  231    13.93023     2.06100     0.00000     0.17975     0.00967     3.88175
  232    14.10698     2.06100     0.00000     0.16704    -0.01537     3.40365
  233    14.27057     2.06100     0.00000     0.15256    -0.05070     3.12325
  234    14.41926     2.06100     0.00000     0.13647    -0.09230     2.88201
  235    14.55147     2.06100     0.00000     0.11892    -0.13260     2.60607
  236    14.66581     2.06100     0.00000     0.10012    -0.17235     2.30715
  237    14.76106     2.06100     0.00000     0.08025    -0.20566     1.95054
  238    14.83621     2.06100     0.00000     0.05954    -0.23445     1.56300
  239    14.89046     2.06100     0.00000     0.03819    -0.25500     1.12828
  240    14.92325     2.06100     0.00000     0.01713    -0.26574     0.64543

 Strip #  9     # Chordwise = 30   First Vortex = 241
    Xle =  10.93324    Ave. Chord   =    4.0835   Incidence  =    0.0000 deg
    Yle =   2.31938    Strip Width  =   0.25458   Strip Area =    1.039577
    Zle =   0.00000    Strip Dihed. =    0.0000

    cl  =   3.07700       cd  =   0.29304      cdv =   0.00000
    cn  =   3.08812       ca  =   0.13160      cnc =  12.61030    wake dnwsh =   0.23114
    cmLE=  -1.27458    cm c/4 =  -0.67152

    I        X           Y           Z           DX        Slope        dCp
  241    10.93552     2.31858     0.00000     0.01690     0.00045    19.00013
  242    10.95714     2.31858     0.00000     0.03769     0.00134     8.59600
  243    11.00014     2.31858     0.00000     0.05875     0.00118     5.61853
  244    11.06407     2.31858     0.00000     0.07919    -0.00160     4.28915
  245    11.14825     2.31858     0.00000     0.09880     0.00008     3.54740
  246    11.25180     2.31858     0.00000     0.11735    -0.00078     3.11642
  247    11.37360     2.31858     0.00000     0.13466    -0.00042     2.83988
  248    11.51238     2.31858     0.00000     0.15054    -0.00194     2.67078
  249    11.66666     2.31858     0.00000     0.16483    -0.00029     2.55207
  250    11.83480     2.31858     0.00000     0.17737     0.00124     2.49047
  251    12.01503     2.31858     0.00000     0.18803     0.00179     2.46776
  252    12.20543     2.31858     0.00000     0.19670     0.00209     2.46628
  253    12.40398     2.31858     0.00000     0.20328     0.00745     2.46844
